case_id,fen,source,source_kind,category,game_index,ply,played_move,baseline_move,completed_depth,agent_nodes,agent_elapsed_s,sf_best_move,sf_best_score,sf_candidate_score,sf_best_expectation,sf_candidate_expectation,cp_delta_raw,cp_loss,expectation_delta_raw,expectation_loss,mate_blunder,sign_flip,winning_to_notwinning,pathology_priority
pgn_nn_vs_stockfish_full_g1_p42,r4rk1/2pn2p1/b3Qpq1/p2p4/8/2BnPP2/PP1N2PP/R1R3K1 b - - 0 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+in_check,1,42,g6f7,g6f7,5,13233,0.7567793569760397,g6f7,+456,+456,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0224,4r1k1/pp3rp1/2p1pp1p/2N3bP/2PP4/3RP3/PP4P1/1K5R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,e6e5,5,8217,0.38526718399953097,f6f5,+45,+29,0.5195,0.5075,16.0,16.0,0.01200000000000001,0.01200000000000001,False,False,False,0.1520000000000001
pgn_nn_vs_material_g20_p25,2kr3r/ppp2ppp/2n5/3p1b2/4p1nq/6PN/PPPPPb1P/RNBQKB1R w KQ - 0 13,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+in_check,20,25,h3f2,h3f2,5,4165,0.2736033590044826,h3f2,-123,-123,0.1515,0.1515,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g7_p39,rn5r/ppk2p2/1q1p1bpp/2pP4/5P2/2N4B/PPPQ3P/2K1RR2 w - - 5 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,7,39,f1f3,f4f5,5,38560,2.1320741859963164,d2d3,-75,-191,0.387,0.0055,116.0,116.0,0.3815,0.3815,False,False,False,4.047
validation_0125,8/2b5/5k2/p4p1p/1pKBb1p1/1P4P1/P4P1P/5B2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,,f6e6,5,5235,0.22801068201079033,f6g5,-5,-21,0.499,0.4955,16.0,16.0,0.003500000000000003,0.003500000000000003,False,False,False,0.06700000000000003
validation_0052,3r1nR1/8/6p1/8/3k3P/5KP1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,h4h5,5,9270,0.3173790989967529,h4h5,-23,-23,0.495,0.495,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_full_g5_p23,rn3rk1/p3bppp/bp2pn2/4N3/2pq4/2N5/PPBB1PPP/R2Q1RK1 w - - 0 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,5,23,f1e1,d1e2,5,64266,3.7085252550023142,f1e1,-201,-216,0.0095,0.005,15.0,15.0,0.0045,0.0045,False,False,False,0.075
validation_0082,8/4k1B1/6K1/1R6/6Pp/7P/6r1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,g7f6,5,8320,0.27008288400247693,g7f6,+551,+551,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0397,1r1q1rk1/3bppb1/2np1np1/ppp4p/4P2P/3PN1P1/PPP2PBN/R1BQR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,a2a3,5,32396,2.0672459049965255,a2a4,-84,-94,0.3205,0.279,10.0,10.0,0.04149999999999998,0.04149999999999998,False,False,False,0.43499999999999983
validation_0094,8/1P6/k1KN4/P7/8/8/8/5b2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,f1g2,5,1305,0.05194265101454221,f1g2,-607,-607,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0290,r2q1rk1/1pp2ppp/p7/3b1P2/3Q4/5N1P/1P4PN/R3R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d4f4,5,38785,1.9613174760015681,a1d1,+371,+319,1.0,1.0,52.0,52.0,0.0,0.0,False,False,False,0.104
validation_0053,8/3k4/5p2/P4K1P/8/6p1/1P4P1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,h5h6,5,3103,0.10541024699341506,f5f6,+786,+838,1.0,1.0,-52.0,0.0,0.0,0.0,False,False,False,0.0
suite_0052,2r1k3/6p1/p2B2P1/1p1KpP2/1P6/8/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,,d6e5,5,3073,0.11921065600472502,d6e5,-60,-60,0.456,0.456,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0128,r6k/7p/4p3/3p1p1B/2nP1P2/1q2P3/7P/2Q3RK w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,g1g3,5,21532,1.0579558369936422,c1e1,-36,-89,0.488,0.3275,53.0,53.0,0.16049999999999998,0.16049999999999998,False,False,False,1.7109999999999999
validation_0069,8/8/8/6p1/6k1/8/r7/2R3K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,c1c4,5,3307,0.10195517001557164,c1c3,-8,-16,0.499,0.497,8.0,8.0,0.0020000000000000018,0.0020000000000000018,False,False,False,0.03600000000000002
pgn_nn_vs_stockfish_2000_g6_p41,1r4k1/p2b1p1p/3bpp2/8/P2P4/1B2P3/1rPB2PP/R4K1R w - - 2 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,6,41,d2e1,d2c3,5,8350,0.37156517201219685,f1e2,+20,-46,0.5045,0.479,66.0,66.0,0.025499999999999967,0.025499999999999967,False,False,False,0.3869999999999997
validation_0002,8/R2k4/7r/3P4/3K4/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,,d7d8,5,2733,0.08598124000127427,d7d8,-21,-21,0.496,0.496,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0079,1Q6/8/2Q1Q3/3R4/8/k7/8/1K6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,b8b2,5,35566,1.109381818008842,e6e7,#+1,#+1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0031,8/8/8/1pk5/1p6/1P1K4/8/N7 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,c5d5,5,1071,0.031122891989070922,c5d5,-620,-620,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0011,8/8/2k3P1/4KP2/8/6r1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,e5e6,5,3349,0.10892272400087677,e5f4,+2,0,0.5005,0.5,2.0,2.0,0.0004999999999999449,0.0004999999999999449,False,False,False,0.00899999999999945
validation_0142,8/1p2kp1p/1p2b3/6r1/3NK3/1P1P4/1PR4P/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e7d6,5,12019,0.5409439479990397,e7d6,+19,+19,0.504,0.504,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0384,r1bq1rk1/3nbpp1/2p1pn1p/1p2B1N1/p2P2N1/6PB/P1Q1PP1P/R2R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,g5f7,5,49257,2.7949313319986686,g4h6,+98,-204,0.7395,0.009,302.0,302.0,0.7305,0.7305,False,False,False,7.909000000000001
suite_0044,3R4/1r4k1/8/P7/2P1K2p/8/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,,a5a6,5,7316,0.2639942049863748,e4d4,+65,+7,0.5565,0.501,58.0,58.0,0.055499999999999994,0.055499999999999994,False,False,False,0.6709999999999999
validation_0113,8/pp3kpp/2p5/4Qp2/2p5/7P/PP4PK/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e5f5,5,22346,0.8894108480017167,h3h4,+752,+743,1.0,1.0,9.0,9.0,0.0,0.0,False,False,False,0.018
validation_0115,8/6p1/4np2/p2k2p1/1p1P4/4KNPP/1P3P2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,a5a4,5,2281,0.0895826120104175,a5a4,+259,+259,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0117,7k/1p6/4p2P/8/R2PKP2/2P1P3/p7/r7 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e4e5,5,3355,0.15347023800131865,c3c4,+410,+416,1.0,1.0,-6.0,0.0,0.0,0.0,False,False,False,0.0
suite_0060,8/4k3/1p4P1/1Kn5/P4p2/5B2/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+capture_available,,,,a4a5,5,2408,0.08617933301138692,a4a5,-11,-11,0.498,0.498,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0002,rnb1k1nr/pp3ppp/1qp5/2bpp3/4P3/1PNB1P2/P1PP2PP/R1BQK1NR w KQkq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,c3a4,5,9612,0.5943295390170533,c3a4,+93,+93,0.7175,0.7175,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0104,4Rbk1/4R3/3r1pp1/1p1P4/8/8/7P/7K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e7b7,5,8971,0.3482654949766584,e8a8,+386,+401,1.0,1.0,-15.0,0.0,0.0,0.0,False,False,False,0.0
validation_0017,8/8/8/k7/8/7R/1R6/1K6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,a5a4,5,1234,0.04237758999806829,a5a4,#-2,#-2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0210,6k1/pp3pp1/4pn1p/q7/2P5/1P2PBP1/P2r1P1P/1Q3K1R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d2f2,5,28859,1.5113635650195647,a5c3,+130,-406,0.926,0.0,536.0,536.0,0.926,0.926,False,True,True,12.332
pgn_nn_vs_stockfish_2000_g7_p146,8/1p6/6p1/1k5p/8/R7/2qr4/K7 b - - 11 73,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,7,146,c2c1,d2d1,5,2102,0.07762833501328714,c2c1,#+1,#+1,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0218,5r2/1p2qp1k/p1r1b1p1/3p3p/3Q3P/3B2R1/PP3PP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,g3g5,5,45103,2.4423073059879243,a2a4,+13,-42,0.503,0.4805,55.0,55.0,0.02250000000000002,0.02250000000000002,False,False,False,0.3350000000000002
validation_0284,2Qb3k/1pB3p1/p4p1p/3q4/6P1/5N1P/PP3PK1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,h8h7,5,10924,0.5132726170122623,h8h7,-658,-658,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0173,1rr3k1/5pp1/4n2p/8/8/BP6/5PPP/1R4K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e6f4,5,30650,1.1037287850049324,c8d8,+531,+465,1.0,1.0,66.0,66.0,0.0,0.0,False,False,False,0.132
pgn_nn_vs_material_g1_p60,r3kb1r/pp1bpQ1p/2q4p/4RP2/2B3P1/P6P/1PP5/1K1R4 b - - 3 30,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,1,60,e8d8,e8d8,5,7298,0.40584374897298403,e8d8,-668,-668,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g1_p64,1r1k1b1r/pp1RpQ1p/2q4p/5P2/2B3P1/P6P/1PP5/1K1R4 b - - 0 32,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,1,64,c6d7,c6d7,5,2021,0.10885052502271719,c6d7,-717,-717,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0352,2r2rk1/4bppp/p3p3/1q1b4/n1pP1B2/2R1P3/1P1NBPPP/Q1R3K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,a4c3,5,47631,2.9657809080090374,a4c3,+192,+192,0.9925,0.9925,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0165,6rk/2p5/5bq1/2p5/6Q1/5N2/5PP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,g4h3,5,8877,0.39944807800929993,g4h3,+129,+129,0.923,0.923,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0257,2r2nk1/p4pp1/4p3/7p/q2rP2P/PRP2PB1/1Q3PK1/2R5 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,c3d4,5,18258,1.0475714030035306,c3d4,+303,+303,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_full_g5_p26,rn3rk1/pb2bNpp/1p2pn2/8/2pq4/2N5/PPBB1PPP/R2QR1K1 b - - 0 13,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_rich,5,26,f8f7,e7c5,5,30478,1.703980132995639,f8f7,+387,+299,1.0,1.0,88.0,88.0,0.0,0.0,False,False,False,0.176
pgn_nn_vs_stockfish_full_g6_p22,r1bqk2r/2pp1pp1/p1nb3p/3B4/Pp1NP3/8/1PP2PPP/R1BQK2R b KQkq - 0 11,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,6,22,c6d4,c8b7,5,33845,1.9571824129961897,e8g8,-111,-131,0.1915,0.103,20.0,20.0,0.08850000000000001,0.08850000000000001,False,False,False,0.9250000000000002
pgn_v1_1_vs_v1_g7_p60,8/3k2rp/1p2p2R/p7/3PP2P/1R1K1P2/2r5/5n2 b - - 5 30,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,7,60,g7g2,g7g2,5,7833,0.3560726210125722,c2d2,+279,+287,1.0,1.0,-8.0,0.0,0.0,0.0,False,False,False,0.0
validation_0388,2k1r3/pp3pp1/1qprpn1p/3p4/1P1P2PP/P1NQPP2/2P2K2/RR6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,b6d8,5,35373,2.0804105199931655,b6c7,+60,+57,0.5555,0.548,3.0,3.0,0.007499999999999951,0.007499999999999951,False,False,False,0.08099999999999952
validation_0054,8/1p6/2k5/8/4P1K1/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,b7b5,5,1403,0.04085604500141926,b7b5,+11,+11,0.502,0.502,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0298,8/bp3k2/p3p1p1/2pqP2p/5P1P/1PP3P1/P1Q4K/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,d5f3,5,5553,0.23517782599083148,c5c4,+417,+310,1.0,1.0,107.0,107.0,0.0,0.0,False,False,False,0.214
pgn_nn_vs_stockfish_2000_g1_p72,2k5/R7/p2b4/q4pB1/2pp4/5B2/b4PPP/R5K1 b - - 0 36,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,1,72,c4c3,d4d3,5,27189,1.24388700700365,c4c3,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0023,1r4r1/3k4/p3pBp1/2ppP1P1/7Q/4Pp2/PP1Kb3/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+quiet,,,,h4h7,5,4954,0.232973703998141,h4h7,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0328,rn1q3r/pp1bkppp/3bpn2/1BppN3/3P1B2/2P1P3/PP3PPP/RN1QK2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,e5d7,5,28641,1.8227257000107784,b5d7,+79,+27,0.66,0.5295,52.0,52.0,0.13050000000000006,0.13050000000000006,False,False,False,1.4090000000000007
pgn_nn_vs_material_g18_p49,1k1r4/p1p2ppp/8/1p3b2/7P/2K5/PP2P2P/RN4R1 w - - 2 25,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,18,49,g1g7,b1a3,5,10175,0.39440945800743066,b2b4,+387,+408,1.0,1.0,-21.0,0.0,0.0,0.0,False,False,False,0.0
validation_0157,8/5kp1/1bp4p/5p2/5P2/2NP1bP1/4K2P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,,e2f3,5,2028,0.07235282400506549,e2f3,-8,-8,0.499,0.499,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0176,r5k1/5ppp/2N1p3/p7/P7/1Pn2P2/6PP/R3K3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,a8a6,5,7451,0.37005952501203865,g8f8,-83,-237,0.364,0.0,154.0,154.0,0.364,0.364,False,False,False,3.9479999999999995
suite_0001,2rqr1k1/pb1n1ppp/3b1n2/1Npp4/8/1P1BPN2/PBQ2PPP/3R1RK1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,d6b8,5,34677,2.0466136379982345,d6b8,+103,+103,0.7665,0.7665,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0382,r2qk2r/ppp3pp/2npp3/4p3/PP2P1n1/2PP1N2/5KPP/RNBQ3R w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+in_check,,,,f2e2,5,14908,0.8281162180064712,f2e1,+390,+336,1.0,1.0,54.0,54.0,0.0,0.0,False,False,False,0.108
pgn_v1_1_vs_v1_g3_p30,rnb2k2/p4p1p/2pP4/7N/8/2PB1P2/p1P2KPP/R2Q4 b - - 0 15,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+quiet,3,30,b8d7,c8e6,5,16277,0.8132016489980742,c8a6,-730,-889,0.0,0.0,159.0,159.0,0.0,0.0,False,False,False,0.318
pgn_v1_1_vs_v1_g2_p135,8/8/8/8/6b1/4Kpk1/8/8 b - - 1 68,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,2,135,f3f2,f3f2,5,3201,0.10438318399246782,f3f2,+754,+754,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g20_p39,2k4r/ppp2ppp/8/5b2/7P/7B/PPnrP2P/RN1K3R w - - 0 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,20,39,d1d2,b1d2,5,3006,0.14603760102181695,d1d2,+368,+108,1.0,0.804,260.0,260.0,0.19599999999999995,0.19599999999999995,False,False,False,2.4799999999999995
pgn_nn_vs_material_g5_p47,3q3r/PQr1kpbp/7p/2Pp4/8/5N1P/P4PP1/6K1 w - - 0 24,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,5,47,a7a8q,b7b4,5,23975,1.2299172150087543,a7a8q,-305,-419,0.0,0.0,114.0,114.0,0.0,0.0,False,False,False,0.228
validation_0381,r1b1kb1r/3n1ppp/p1p1p3/2Pp4/4PB2/1Nq2N2/P1P2PPP/1R1Q1RK1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,f8c5,5,23357,1.3914113770006225,d5e4,-91,-147,0.2985,0.0575,56.0,56.0,0.241,0.241,False,False,False,2.5220000000000002
suite_0040,1k1r4/1pp5/1n6/p1qp4/5Q2/PP3P2/2PR2r1/1NK1R3 b - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,,d8g8,5,27274,1.4272023029916454,g2d2,+57,+31,0.54,0.51,26.0,26.0,0.030000000000000027,0.030000000000000027,False,False,False,0.35200000000000026
pgn_nn_vs_stockfish_2000_g10_p3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,10,3,f1c4,g1f3,5,15973,0.9557510829763487,g1f3,+34,+34,0.5385,0.5385,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0057,3k4/Q4R2/8/4p2p/2p2b2/8/7q/5K2 b - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,,h2h3,5,3777,0.14080488798208535,h2h3,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0309,r5k1/1b1rbpp1/pq2pn1p/1pP5/7B/1BN1P3/PP2QPPP/2RR2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,b6c6,5,32961,1.9466755140165333,d7d1,+46,-6,0.5415,0.497,52.0,52.0,0.044499999999999984,0.044499999999999984,False,False,False,0.5489999999999998
validation_0146,8/1p3p2/p2kb1pp/P2p4/BP1K4/4PP2/6PP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,,g6g5,5,3063,0.12381159400683828,g6g5,-188,-188,0.003,0.003,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g5_p35,1r1q3r/pp1knpbp/3p3p/1P1p4/2PP4/1Q3N1P/P4PP1/R3R1K1 w - - 0 18,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,5,35,c4c5,a1d1,5,53449,2.703026573988609,c4c5,-131,-214,0.084,0.0015,83.0,83.0,0.0825,0.0825,False,False,False,0.9910000000000001
validation_0366,r3kbnr/pp1npppp/1q6/2ppP3/3P4/1QP5/PP1B1PPP/RN2K1NR b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,e7e6,5,11405,0.6562449139892124,e7e6,+46,+46,0.5475,0.5475,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0043,8/8/8/6kP/6p1/4N1K1/8/1r6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,h5h6,5,2417,0.07988735300023109,h5h6,-445,-445,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g6_p6,rnbqkb1r/ppp1pppp/5n2/3p4/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,6,6,c7c5,c7c5,5,16291,1.019243078015279,c8f5,+17,+14,0.5175,0.514,3.0,3.0,0.0034999999999999476,0.0034999999999999476,False,False,False,0.040999999999999474
validation_0004,8/8/6p1/1p1K2P1/8/1kb1B3/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,b5b4,5,2708,0.08190298100817017,c3a5,+57,-3,0.536,0.4995,60.0,60.0,0.03650000000000003,0.03650000000000003,False,False,False,0.4850000000000003
pgn_nn_vs_material_g20_p16,r3kb1r/ppp1qppp/2n2n2/3p1bN1/4p3/8/PPPPPPPP/RNBQKB1R b KQkq - 1 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,20,16,e8c8,h7h6,5,13882,0.7583215769845992,h7h6,+435,+435,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0377,r1bqrnk1/1pp2pb1/p2p2n1/8/2PNNP1p/1P5P/PBQ1B1P1/3RR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,f4f5,5,25683,1.5407117040012963,f4f5,+257,+257,0.999,0.999,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g19_p12,rnbqkb1r/pppppppp/7n/8/3PP3/2N2N1P/PPP1QPP1/R1B1KB1R b KQq - 2 6,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,19,12,b8c6,d7d6,5,27055,1.6459928900003433,c7c6,-253,-281,0.002,0.001,28.0,28.0,0.001,0.001,False,False,False,0.066
validation_0170,5bk1/5p2/2q3p1/8/7Q/4B2P/1PK2P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,,c2d3,5,10219,0.40755308797815815,c2d2,+9,+5,0.5015,0.501,4.0,4.0,0.0004999999999999449,0.0004999999999999449,False,False,False,0.01299999999999945
validation_0042,8/2k5/7Q/8/3R4/8/PPP2PPP/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,h6e6,5,20285,0.8045078540162649,d4d1,#+6,#+3,1.0,1.0,-3.0,0.0,0.0,0.0,False,False,False,0.0
validation_0337,r2qkb1r/pp4pp/2n2p1n/2pppb2/8/1P1PP1P1/PBPN1PBP/R2QK1NR w KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,g1e2,5,26360,1.605910916987341,e3e4,-51,-51,0.4275,0.428,0.0,0.0,-0.0005000000000000004,0.0,False,False,False,0.0
validation_0192,4r1k1/1p1r2q1/p1pn1R2/7Q/1P3R2/7P/P5PK/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e8e4,5,14891,0.7820338530000299,e8e4,-408,-408,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g6_p53,6k1/p4p1p/5p2/2bp4/P5b1/1P2P3/1B4PP/3R1K1R w - - 1 27,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,6,53,d1d5,d1d5,5,9276,0.3885356660175603,d1d5,+633,+633,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0034,3r1r2/ppp3pp/3nkp2/2n1p3/4P3/4NP2/PPP2NPP/2KR3R w - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,h2h4,5,29729,1.6353337650070898,f2d3,+15,+16,0.503,0.5035,-1.0,0.0,-0.0004999999999999449,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g13_p13,1rr5/1k6/p1b1pBp1/2QpP1P1/P7/1P2Pp2/3K4/8 w - - 1 7,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,13,13,c5e7,c5d6,5,13179,0.6185746700211894,c5e7,0,-366,0.5,0.0,366.0,366.0,0.5,0.5,False,False,False,5.732
validation_0293,2b2rk1/5p1p/p2p1ppb/8/1r1NP1P1/q1PQ3P/B4P2/R3K2R b K -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,b4d4,5,23733,1.414669418008998,a3b2,+3,-110,0.501,0.185,113.0,113.0,0.316,0.316,False,False,False,3.386
